"","EXPERIMENT","TRIAL","BIAS","TEST","SUBNUM","DAYSOLD","AGEYEARS","INCDECISION"
"86","PathCondition","5","PATHBIAS","MANNERBIAS","22","1678","4","1"
"87","PathCondition","6","PATHBIAS","PATHBIAS","22","1678","4","1"
"88","PathCondition","7","PATHBIAS","MANNERBIAS","22","1678","4","1"
"89","PathCondition","8","MANNERBIAS","PATHBIAS","22","1678","4","1"
"90","MannerOfMotionCondition","1","MANNERBIAS","MANNERBIAS","23","2017","5","1"
"91","MannerOfMotionCondition","2","MANNERBIAS","PATHBIAS","23","2017","5","1"
"92","MannerOfMotionCondition","3","MANNERBIAS","MANNERBIAS","23","2017","5","1"
"93","MannerOfMotionCondition","4","PATHBIAS","PATHBIAS","23","2017","5","1"
"94","MannerOfMotionCondition","5","PATHBIAS","MANNERBIAS","23","2017","5","1"
"95","MannerOfMotionCondition","6","PATHBIAS","PATHBIAS","23","2017","5","1"
"96","MannerOfMotionCondition","7","MANNERBIAS","MANNERBIAS","23","2017","5","1"
"97","MannerOfMotionCondition","8","PATHBIAS","MANNERBIAS","23","2017","5","1"
"98","PathCondition","1","PATHBIAS","PATHBIAS","24","1877","5","1"
"99","PathCondition","2","PATHBIAS","PATHBIAS","24","1877","5","1"
"100","PathCondition","3","PATHBIAS","PATHBIAS","24","1877","5","1"
"101","PathCondition","4","PATHBIAS","PATHBIAS","24","1877","5","1"
"102","PathCondition","5","MANNERBIAS","PATHBIAS","24","1877","5","1"
"103","PathCondition","6","PATHBIAS","PATHBIAS","24","1877","5","1"
"104","PathCondition","7","PATHBIAS","PATHBIAS","24","1877","5","1"
"105","PathCondition","8","PATHBIAS","PATHBIAS","24","1877","5","1"
"106","MannerOfMotionCondition","1","PATHBIAS","PATHBIAS","25","1580","4","1"
"107","MannerOfMotionCondition","2","PATHBIAS","MANNERBIAS","25","1580","4","1"
"108","MannerOfMotionCondition","3","MANNERBIAS","MANNERBIAS","25","1580","4","1"
"109","MannerOfMotionCondition","4","MANNERBIAS","MANNERBIAS","25","1580","4","1"
"110","MannerOfMotionCondition","5","MANNERBIAS","MANNERBIAS","25","1580","4","1"
"111","MannerOfMotionCondition","6","MANNERBIAS","MANNERBIAS","25","1580","4","1"
"112","MannerOfMotionCondition","7","PATHBIAS","MANNERBIAS","25","1580","4","1"
"113","MannerOfMotionCondition","8","MANNERBIAS","MANNERBIAS","25","1580","4","1"
"114","MannerOfMotionCondition","1","PATHBIAS","MANNERBIAS","26","1369","3","0"
"115","MannerOfMotionCondition","2","MANNERBIAS","PATHBIAS","26","1369","3","0"
"116","MannerOfMotionCondition","3","MANNERBIAS","MANNERBIAS","26","1369","3","0"
"117","MannerOfMotionCondition","4","MANNERBIAS","MANNERBIAS","26","1369","3","0"
"118","MannerOfMotionCondition","5","MANNERBIAS","PATHBIAS","26","1369","3","0"
"119","MannerOfMotionCondition","6","MANNERBIAS","PATHBIAS","26","1369","3","0"
"120","MannerOfMotionCondition","7","PATHBIAS","PATHBIAS","26","1369","3","0"
"121","MannerOfMotionCondition","8","PATHBIAS","MANNERBIAS","26","1369","3","0"
"122","MannerOfMotionCondition","1","MANNERBIAS","MANNERBIAS","28","2323","6","0"
"123","MannerOfMotionCondition","2","PATHBIAS","MANNERBIAS","28","2323","6","0"
"124","MannerOfMotionCondition","3","MANNERBIAS","PATHBIAS","28","2323","6","0"
"125","MannerOfMotionCondition","4","MANNERBIAS","PATHBIAS","28","2323","6","0"
"126","MannerOfMotionCondition","5","MANNERBIAS","PATHBIAS","28","2323","6","0"
"127","MannerOfMotionCondition","6","MANNERBIAS","PATHBIAS","28","2323","6","0"
"128","MannerOfMotionCondition","7","MANNERBIAS","PATHBIAS","28","2323","6","0"
"129","MannerOfMotionCondition","8","PATHBIAS","MANNERBIAS","28","2323","6","0"
"130","PathCondition","1","PATHBIAS","PATHBIAS","29","1526","4","1"
"131","PathCondition","2","MANNERBIAS","PATHBIAS","29","1526","4","1"
"132","PathCondition","3","PATHBIAS","PATHBIAS","29","1526","4","1"
"133","PathCondition","4","PATHBIAS","MANNERBIAS","29","1526","4","1"
"134","PathCondition","5","PATHBIAS","PATHBIAS","29","1526","4","1"
"135","PathCondition","6","PATHBIAS","PATHBIAS","29","1526","4","1"
"136","PathCondition","7","PATHBIAS","MANNERBIAS","29","1526","4","1"
"137","PathCondition","8","PATHBIAS","PATHBIAS","29","1526","4","1"
"138","PathCondition","1","MANNERBIAS","MANNERBIAS","3","1792","4","0"
"139","PathCondition","2","MANNERBIAS","MANNERBIAS","3","1792","4","0"
"140","PathCondition","3","MANNERBIAS","MANNERBIAS","3","1792","4","0"
"141","PathCondition","4","PATHBIAS","PATHBIAS","3","1792","4","0"
"142","PathCondition","5","MANNERBIAS","MANNERBIAS","3","1792","4","0"
"143","PathCondition","6","MANNERBIAS","PATHBIAS","3","1792","4","0"
"144","PathCondition","7","PATHBIAS","PATHBIAS","3","1792","4","0"
"145","PathCondition","8","MANNERBIAS","MANNERBIAS","3","1792","4","0"
"146","MannerOfMotionCondition","1","PATHBIAS","MANNERBIAS","30","2259","6","1"
"147","MannerOfMotionCondition","2","MANNERBIAS","MANNERBIAS","30","2259","6","1"
"148","MannerOfMotionCondition","3","MANNERBIAS","MANNERBIAS","30","2259","6","1"
"149","MannerOfMotionCondition","4","MANNERBIAS","MANNERBIAS","30","2259","6","1"
"150","MannerOfMotionCondition","5","MANNERBIAS","MANNERBIAS","30","2259","6","1"
"151","MannerOfMotionCondition","6","MANNERBIAS","MANNERBIAS","30","2259","6","1"
"152","MannerOfMotionCondition","7","MANNERBIAS","MANNERBIAS","30","2259","6","1"
"153","MannerOfMotionCondition","8","MANNERBIAS","MANNERBIAS","30","2259","6","1"
"154","MannerOfMotionCondition","1","PATHBIAS","PATHBIAS","31","1520","4","1"
"155","MannerOfMotionCondition","2","MANNERBIAS","PATHBIAS","31","1520","4","1"
"156","MannerOfMotionCondition","3","PATHBIAS","PATHBIAS","31","1520","4","1"
"157","MannerOfMotionCondition","4","PATHBIAS","PATHBIAS","31","1520","4","1"
"158","MannerOfMotionCondition","5","MANNERBIAS","MANNERBIAS","31","1520","4","1"
"159","MannerOfMotionCondition","6","MANNERBIAS","PATHBIAS","31","1520","4","1"
"160","MannerOfMotionCondition","7","PATHBIAS","MANNERBIAS","31","1520","4","1"
"161","MannerOfMotionCondition","8","MANNERBIAS","MANNERBIAS","31","1520","4","1"
"162","MannerOfMotionCondition","1","MANNERBIAS","PATHBIAS","32","1754","4","1"
"163","MannerOfMotionCondition","2","MANNERBIAS","MANNERBIAS","32","1754","4","1"
"164","MannerOfMotionCondition","3","MANNERBIAS","MANNERBIAS","32","1754","4","1"
"165","MannerOfMotionCondition","4","MANNERBIAS","PATHBIAS","32","1754","4","1"
"166","MannerOfMotionCondition","5","MANNERBIAS","MANNERBIAS","32","1754","4","1"
"167","MannerOfMotionCondition","6","MANNERBIAS","MANNERBIAS","32","1754","4","1"
"168","MannerOfMotionCondition","7","PATHBIAS","MANNERBIAS","32","1754","4","1"
"169","MannerOfMotionCondition","8","MANNERBIAS","MANNERBIAS","32","1754","4","1"
"170","MannerOfMotionCondition","1","MANNERBIAS","MANNERBIAS","33","1786","4","1"
"171","MannerOfMotionCondition","2","MANNERBIAS","PATHBIAS","33","1786","4","1"
"172","MannerOfMotionCondition","3","MANNERBIAS","MANNERBIAS","33","1786","4","1"
"173","MannerOfMotionCondition","4","PATHBIAS","MANNERBIAS","33","1786","4","1"
"174","MannerOfMotionCondition","5","MANNERBIAS","PATHBIAS","33","1786","4","1"
"175","MannerOfMotionCondition","6","MANNERBIAS","MANNERBIAS","33","1786","4","1"
"176","MannerOfMotionCondition","7","PATHBIAS","MANNERBIAS","33","1786","4","1"
"177","MannerOfMotionCondition","8","PATHBIAS","MANNERBIAS","33","1786","4","1"
"178","MannerOfMotionCondition","1","MANNERBIAS","MANNERBIAS","34","1645","4","1"
"179","MannerOfMotionCondition","2","MANNERBIAS","MANNERBIAS","34","1645","4","1"
"180","MannerOfMotionCondition","3","PATHBIAS","PATHBIAS","34","1645","4","1"
"181","MannerOfMotionCondition","4","PATHBIAS","MANNERBIAS","34","1645","4","1"
"182","MannerOfMotionCondition","5","PATHBIAS","PATHBIAS","34","1645","4","1"
"183","MannerOfMotionCondition","6","PATHBIAS","PATHBIAS","34","1645","4","1"
"184","MannerOfMotionCondition","7","MANNERBIAS","PATHBIAS","34","1645","4","1"
"185","MannerOfMotionCondition","8","MANNERBIAS","MANNERBIAS","34","1645","4","1"
"186","PathCondition","1","PATHBIAS","PATHBIAS","36","2020","5","1"
"187","PathCondition","2","PATHBIAS","PATHBIAS","36","2020","5","1"
"188","PathCondition","3","MANNERBIAS","PATHBIAS","36","2020","5","1"
"189","PathCondition","4","PATHBIAS","PATHBIAS","36","2020","5","1"
"190","PathCondition","5","MANNERBIAS","MANNERBIAS","36","2020","5","1"
"191","PathCondition","6","PATHBIAS","PATHBIAS","36","2020","5","1"
"192","PathCondition","7","PATHBIAS","PATHBIAS","36","2020","5","1"
"193","PathCondition","8","MANNERBIAS","MANNERBIAS","36","2020","5","1"
"194","PathCondition","1","MANNERBIAS","MANNERBIAS","37","1929","5","1"
"195","PathCondition","2","PATHBIAS","PATHBIAS","37","1929","5","1"
"196","PathCondition","3","MANNERBIAS","PATHBIAS","37","1929","5","1"
"197","PathCondition","4","MANNERBIAS","MANNERBIAS","37","1929","5","1"
"198","PathCondition","5","MANNERBIAS","MANNERBIAS","37","1929","5","1"
"199","PathCondition","6","MANNERBIAS","MANNERBIAS","37","1929","5","1"
"200","PathCondition","7","MANNERBIAS","PATHBIAS","37","1929","5","1"
"201","PathCondition","8","MANNERBIAS","PATHBIAS","37","1929","5","1"
"202","PathCondition","1","PATHBIAS","PATHBIAS","38","2415","6","0"
"203","PathCondition","2","MANNERBIAS","MANNERBIAS","38","2415","6","0"
"204","PathCondition","3","MANNERBIAS","MANNERBIAS","38","2415","6","0"
"205","PathCondition","4","MANNERBIAS","MANNERBIAS","38","2415","6","0"
"206","PathCondition","5","MANNERBIAS","MANNERBIAS","38","2415","6","0"
"207","PathCondition","6","PATHBIAS","MANNERBIAS","38","2415","6","0"
"208","PathCondition","7","MANNERBIAS","MANNERBIAS","38","2415","6","0"
"209","PathCondition","8","MANNERBIAS","MANNERBIAS","38","2415","6","0"
"210","PathCondition","1","PATHBIAS","MANNERBIAS","39","1359","3","0"
"211","PathCondition","2","MANNERBIAS","PATHBIAS","39","1359","3","0"
"212","PathCondition","3","PATHBIAS","PATHBIAS","39","1359","3","0"
"213","PathCondition","4","PATHBIAS","MANNERBIAS","39","1359","3","0"
"214","PathCondition","5","PATHBIAS","PATHBIAS","39","1359","3","0"
"215","PathCondition","6","PATHBIAS","MANNERBIAS","39","1359","3","0"
"216","PathCondition","7","MANNERBIAS","MANNERBIAS","39","1359","3","0"
"217","PathCondition","8","PATHBIAS","PATHBIAS","39","1359","3","0"
"218","PathCondition","1","PATHBIAS","PATHBIAS","40","1551","4","1"
"219","PathCondition","2","MANNERBIAS","MANNERBIAS","40","1551","4","1"
"220","PathCondition","3","PATHBIAS","PATHBIAS","40","1551","4","1"
"221","PathCondition","4","MANNERBIAS","PATHBIAS","40","1551","4","1"
"222","PathCondition","5","MANNERBIAS","PATHBIAS","40","1551","4","1"
"223","PathCondition","6","MANNERBIAS","PATHBIAS","40","1551","4","1"
"224","PathCondition","7","PATHBIAS","PATHBIAS","40","1551","4","1"
"225","PathCondition","8","MANNERBIAS","PATHBIAS","40","1551","4","1"
"226","PathCondition","1","MANNERBIAS","PATHBIAS","41",NA,NA,NA
"227","PathCondition","2","MANNERBIAS","MANNERBIAS","41",NA,NA,NA
"228","PathCondition","3","MANNERBIAS","MANNERBIAS","41",NA,NA,NA
"229","PathCondition","4","MANNERBIAS","MANNERBIAS","41",NA,NA,NA
"230","PathCondition","5","MANNERBIAS","PATHBIAS","41",NA,NA,NA
"231","PathCondition","6","MANNERBIAS","MANNERBIAS","41",NA,NA,NA
"232","PathCondition","7","MANNERBIAS","MANNERBIAS","41",NA,NA,NA
"233","PathCondition","8","MANNERBIAS","MANNERBIAS","41",NA,NA,NA
"234","NA","8","PATHBIAS","PATHBIAS","43","3268","8","0"
"235","MannerOfMotionCondition","1","MANNERBIAS","PATHBIAS","45","1715","4","1"
"236","MannerOfMotionCondition","2","MANNERBIAS","PATHBIAS","45","1715","4","1"
"237","MannerOfMotionCondition","3","PATHBIAS","MANNERBIAS","45","1715","4","1"
"238","MannerOfMotionCondition","4","PATHBIAS","MANNERBIAS","45","1715","4","1"
"239","MannerOfMotionCondition","5","PATHBIAS","PATHBIAS","45","1715","4","1"
"240","MannerOfMotionCondition","6","PATHBIAS","PATHBIAS","45","1715","4","1"
"241","MannerOfMotionCondition","7","MANNERBIAS","MANNERBIAS","45","1715","4","1"
"242","MannerOfMotionCondition","8","PATHBIAS","PATHBIAS","45","1715","4","1"
"243","PathCondition","1","MANNERBIAS","PATHBIAS","47","1670","4","1"
"244","PathCondition","2","MANNERBIAS","MANNERBIAS","47","1670","4","1"
"245","PathCondition","3","MANNERBIAS","MANNERBIAS","47","1670","4","1"
"246","PathCondition","4","PATHBIAS","PATHBIAS","47","1670","4","1"
"247","PathCondition","5","MANNERBIAS","PATHBIAS","47","1670","4","1"
"248","PathCondition","6","MANNERBIAS","PATHBIAS","47","1670","4","1"
"249","PathCondition","7","MANNERBIAS","PATHBIAS","47","1670","4","1"
"250","PathCondition","8","MANNERBIAS","PATHBIAS","47","1670","4","1"
"251","PathCondition","1","PATHBIAS","PATHBIAS","49","1839","5","1"
"252","PathCondition","2","MANNERBIAS","PATHBIAS","49","1839","5","1"
"253","PathCondition","3","PATHBIAS","PATHBIAS","49","1839","5","1"
"254","PathCondition","4","PATHBIAS","PATHBIAS","49","1839","5","1"
"255","PathCondition","5","MANNERBIAS","MANNERBIAS","49","1839","5","1"
"256","PathCondition","6","PATHBIAS","PATHBIAS","49","1839","5","1"
"257","PathCondition","7","MANNERBIAS","PATHBIAS","49","1839","5","1"
"258","PathCondition","8","PATHBIAS","PATHBIAS","49","1839","5","1"
"259","PathCondition","1","PATHBIAS","PATHBIAS","5","1830","5","0"
"260","PathCondition","2","PATHBIAS","PATHBIAS","5","1830","5","0"
"261","PathCondition","3","PATHBIAS","PATHBIAS","5","1830","5","0"
"262","PathCondition","4","PATHBIAS","PATHBIAS","5","1830","5","0"
"263","PathCondition","5","MANNERBIAS","PATHBIAS","5","1830","5","0"
"264","PathCondition","6","PATHBIAS","PATHBIAS","5","1830","5","0"
"265","PathCondition","7","PATHBIAS","PATHBIAS","5","1830","5","0"
"266","PathCondition","8","MANNERBIAS","PATHBIAS","5","1830","5","0"
"267","MannerOfMotionCondition","1","MANNERBIAS","MANNERBIAS","51","1956","5","1"
"268","MannerOfMotionCondition","2","MANNERBIAS","MANNERBIAS","51","1956","5","1"
"269","MannerOfMotionCondition","3","PATHBIAS","MANNERBIAS","51","1956","5","1"
"270","MannerOfMotionCondition","4","MANNERBIAS","MANNERBIAS","51","1956","5","1"
"271","MannerOfMotionCondition","5","MANNERBIAS","MANNERBIAS","51","1956","5","1"
"272","MannerOfMotionCondition","6","MANNERBIAS","MANNERBIAS","51","1956","5","1"
"273","MannerOfMotionCondition","7","MANNERBIAS","MANNERBIAS","51","1956","5","1"
"274","MannerOfMotionCondition","8","MANNERBIAS","MANNERBIAS","51","1956","5","1"
"275","MannerOfMotionCondition","1","MANNERBIAS","PATHBIAS","53","1724","4","1"
"276","MannerOfMotionCondition","2","PATHBIAS","MANNERBIAS","53","1724","4","1"
"277","MannerOfMotionCondition","3","MANNERBIAS","MANNERBIAS","53","1724","4","1"
"278","MannerOfMotionCondition","4","PATHBIAS","PATHBIAS","53","1724","4","1"
"279","MannerOfMotionCondition","5","PATHBIAS","MANNERBIAS","53","1724","4","1"
"280","MannerOfMotionCondition","6","MANNERBIAS","MANNERBIAS","53","1724","4","1"
"281","MannerOfMotionCondition","7","MANNERBIAS","MANNERBIAS","53","1724","4","1"
"282","MannerOfMotionCondition","8","MANNERBIAS","MANNERBIAS","53","1724","4","1"
"283","MannerOfMotionCondition","1","PATHBIAS","PATHBIAS","55","1800","4","1"
"284","MannerOfMotionCondition","2","PATHBIAS","PATHBIAS","55","1800","4","1"
"285","MannerOfMotionCondition","3","MANNERBIAS","MANNERBIAS","55","1800","4","1"
"286","MannerOfMotionCondition","4","PATHBIAS","MANNERBIAS","55","1800","4","1"
"287","MannerOfMotionCondition","5","MANNERBIAS","MANNERBIAS","55","1800","4","1"
"288","MannerOfMotionCondition","6","MANNERBIAS","PATHBIAS","55","1800","4","1"
"289","MannerOfMotionCondition","7","MANNERBIAS","PATHBIAS","55","1800","4","1"
"290","MannerOfMotionCondition","8","MANNERBIAS","PATHBIAS","55","1800","4","1"
"291","PathCondition","1","PATHBIAS","PATHBIAS","57","1784","4","1"
"292","PathCondition","2","PATHBIAS","MANNERBIAS","57","1784","4","1"
"293","PathCondition","3","PATHBIAS","MANNERBIAS","57","1784","4","1"
"294","PathCondition","4","MANNERBIAS","MANNERBIAS","57","1784","4","1"
"295","PathCondition","5","MANNERBIAS","PATHBIAS","57","1784","4","1"
"296","PathCondition","6","MANNERBIAS","PATHBIAS","57","1784","4","1"
"297","PathCondition","7","MANNERBIAS","MANNERBIAS","57","1784","4","1"
"298","PathCondition","8","MANNERBIAS","MANNERBIAS","57","1784","4","1"
"299","PathCondition","1","PATHBIAS","PATHBIAS","59","2139","5","1"
"300","PathCondition","2","PATHBIAS","MANNERBIAS","59","2139","5","1"
"301","PathCondition","3","PATHBIAS","PATHBIAS","59","2139","5","1"
"302","PathCondition","4","PATHBIAS","MANNERBIAS","59","2139","5","1"
"303","PathCondition","5","PATHBIAS","PATHBIAS","59","2139","5","1"
"304","PathCondition","6","MANNERBIAS","PATHBIAS","59","2139","5","1"
"305","PathCondition","7","MANNERBIAS","MANNERBIAS","59","2139","5","1"
"306","PathCondition","8","MANNERBIAS","MANNERBIAS","59","2139","5","1"
"307","PathCondition","1","PATHBIAS","PATHBIAS","6","1949","5","0"
"308","PathCondition","2","PATHBIAS","PATHBIAS","6","1949","5","0"
"309","PathCondition","3","PATHBIAS","PATHBIAS","6","1949","5","0"
"310","PathCondition","4","PATHBIAS","PATHBIAS","6","1949","5","0"
"311","PathCondition","5","PATHBIAS","PATHBIAS","6","1949","5","0"
"312","PathCondition","6","PATHBIAS","PATHBIAS","6","1949","5","0"
"313","PathCondition","7","PATHBIAS","PATHBIAS","6","1949","5","0"
"314","PathCondition","8","PATHBIAS","PATHBIAS","6","1949","5","0"
"315","MannerOfMotionCondition","1","PATHBIAS","MANNERBIAS","60","1553","4","1"
"316","MannerOfMotionCondition","2","MANNERBIAS","MANNERBIAS","60","1553","4","1"
"317","MannerOfMotionCondition","3","MANNERBIAS","MANNERBIAS","60","1553","4","1"
"318","MannerOfMotionCondition","4","MANNERBIAS","MANNERBIAS","60","1553","4","1"
"319","MannerOfMotionCondition","5","PATHBIAS","PATHBIAS","60","1553","4","1"
"320","MannerOfMotionCondition","6","MANNERBIAS","MANNERBIAS","60","1553","4","1"
"321","MannerOfMotionCondition","7","MANNERBIAS","MANNERBIAS","60","1553","4","1"
"322","MannerOfMotionCondition","8","PATHBIAS","MANNERBIAS","60","1553","4","1"
"323","NA","1","PATHBIAS","PATHBIAS","61","1697","4","1"
"324","NA","2","MANNERBIAS","PATHBIAS","61","1697","4","1"
"325","NA","3","PATHBIAS","PATHBIAS","61","1697","4","1"
"326","NA","4","PATHBIAS","PATHBIAS","61","1697","4","1"
"327","NA","5","PATHBIAS","PATHBIAS","61","1697","4","1"
"328","NA","6","PATHBIAS","PATHBIAS","61","1697","4","1"
"329","NA","7","MANNERBIAS","PATHBIAS","61","1697","4","1"
"330","NA","8","PATHBIAS","PATHBIAS","61","1697","4","1"
"331","NA","1","PATHBIAS","PATHBIAS","62","1523","4","1"
"332","NA","2","PATHBIAS","PATHBIAS","62","1523","4","1"
"333","NA","3","PATHBIAS","MANNERBIAS","62","1523","4","1"
"334","NA","4","PATHBIAS","MANNERBIAS","62","1523","4","1"
"335","NA","5","MANNERBIAS","PATHBIAS","62","1523","4","1"
"336","NA","6","MANNERBIAS","MANNERBIAS","62","1523","4","1"
"337","NA","7","PATHBIAS","MANNERBIAS","62","1523","4","1"
"338","NA","8","MANNERBIAS","MANNERBIAS","62","1523","4","1"
"339","NA","1","MANNERBIAS","MANNERBIAS","63","1961","5","1"
"340","NA","2","MANNERBIAS","MANNERBIAS","63","1961","5","1"
