"","WillowSubNo","PayCode","movieCheck","trialNo","itemId","eventOrder","blockOrder","eventType","condition","manner","result","verbName","verbMeaning","seeAmbigV1","seeAmbigV2","seeBiasV1","seeBiasV2","seeTrain1a","seeTrain2a","seeTrain3a","seeTrain1b","seeTrain2b","seeTrain3b","seeTestV1","seeTestV2","ambigS","ambigV","bias1","bias2","biasV1Ans","bias1RESP","biasV2Ans","bias2RESP","test1","test2","testV1Ans","test1RESP","testV2Ans","test2RESP","catchTrialNum","catchOrderedNum","catchTrialRESP","commentCheck","HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.Comments","Answer.English","Answer.country","Approve","Reject","trialCount","SubNo"
"11","10","c228acd2edd10","two balls moving around","5","4","b1Causal_b2Motion","b1Means_b2Motion","Causal","Means","hammer","crush","nibbing","hammer","1","1","1","1","1","1","1","1","1","1","1","1","The monster is nibbing the strawberries.","hammer.crush.strawberries","pliers.crush.candycanes","hammer.empty.brushcontainer","0","1","1","0","comb.crush.juicebox","hammer.cut.watermelon","0","0","1","0","9 7 6 1 2","    12679","12679","","2U6BDDP8PJWK73VALZ23W391QMG5GF","29OQ8H88MQU6YV6DJP91XXX4AX09SQ","Merry Monster Survey","Watch videos and answer questions to learn new words (45 minutes)!","psychology, language, words, sentences, judgment","$1.25","Thu Oct 24 18:54:58 GMT 2013",60,"BatchId:1306006;",7200,864000,"Tue Oct 29 18:54:58 GMT 2013",NA,NA,"2U4J011K274JKZ2SKJS8T46ZJILDBV","A4GRO4JZRVP14","Submitted","Thu Oct 24 18:59:14 GMT 2013","Thu Oct 24 19:28:31 GMT 2013","Sun Nov 03 11:28:31 PST 2013","",NA,NA,1757,"100% (2/2)","100% (1/1)","100% (1/1)","","yes","USA",NA,NA,16,"1"
"15","10","c228acd2edd10","two balls moving around","6","7","b1Causal_b2Motion","b1Means_b2Motion","Causal","Means","poker","empty","wugging","poker","1","1","1","1","1","1","1","1","1","1","1","1","The monster is wugging the trash.","poker.empty.trash","poker.crush.car","knife.empty.goblet","1","0","0","1","poker.bend.lamp","crowbar.empty.detergentcontainer","1","0","0","1","9 1 8 5 1","    11589","11589","","2U6BDDP8PJWK73VALZ23W391QMG5GF","29OQ8H88MQU6YV6DJP91XXX4AX09SQ","Merry Monster Survey","Watch videos and answer questions to learn new words (45 minutes)!","psychology, language, words, sentences, judgment","$1.25","Thu Oct 24 18:54:58 GMT 2013",60,"BatchId:1306006;",7200,864000,"Tue Oct 29 18:54:58 GMT 2013",NA,NA,"2U4J011K274JKZ2SKJS8T46ZJILDBV","A4GRO4JZRVP14","Submitted","Thu Oct 24 18:59:14 GMT 2013","Thu Oct 24 19:28:31 GMT 2013","Sun Nov 03 11:28:31 PST 2013","",NA,NA,1757,"100% (2/2)","100% (1/1)","100% (1/1)","","yes","USA",NA,NA,16,"1"
"13","10","c228acd2edd10","two balls moving around","7","8","b1Causal_b2Motion","b1Means_b2Motion","Causal","Means","trowel","flatten","rolting","trowel","1","1","1","1","1","1","1","1","1","1","1","1","The monster is rolting the sand.","trowel.flatten.sand","crowbar.flatten.donut","trowel.break.flowerpot","0","0","1","1","knife.flatten.sponge","trowel.rip.sack","0","0","1","1","7 5 4 2","   2457","2457","","2U6BDDP8PJWK73VALZ23W391QMG5GF","29OQ8H88MQU6YV6DJP91XXX4AX09SQ","Merry Monster Survey","Watch videos and answer questions to learn new words (45 minutes)!","psychology, language, words, sentences, judgment","$1.25","Thu Oct 24 18:54:58 GMT 2013",60,"BatchId:1306006;",7200,864000,"Tue Oct 29 18:54:58 GMT 2013",NA,NA,"2U4J011K274JKZ2SKJS8T46ZJILDBV","A4GRO4JZRVP14","Submitted","Thu Oct 24 18:59:14 GMT 2013","Thu Oct 24 19:28:31 GMT 2013","Sun Nov 03 11:28:31 PST 2013","",NA,NA,1757,"100% (2/2)","100% (1/1)","100% (1/1)","","yes","USA",NA,NA,16,"1"
"14","10","c228acd2edd10","two balls moving around","8","3","b1Causal_b2Motion","b1Means_b2Motion","Causal","Means","crowbar","open","zicking","crowbar","1","1","1","0","1","1","1","1","1","1","1","1","The monster is zicking the grill.","crowbar.open.grill","crowbar.rip.pillow","trowel.open.door","1","0","0","1","crowbar.break.shoe","poker.open.window","1","0","0","1","1 7 6 5 3","    13567","13567","","2U6BDDP8PJWK73VALZ23W391QMG5GF","29OQ8H88MQU6YV6DJP91XXX4AX09SQ","Merry Monster Survey","Watch videos and answer questions to learn new words (45 minutes)!","psychology, language, words, sentences, judgment","$1.25","Thu Oct 24 18:54:58 GMT 2013",60,"BatchId:1306006;",7200,864000,"Tue Oct 29 18:54:58 GMT 2013",NA,NA,"2U4J011K274JKZ2SKJS8T46ZJILDBV","A4GRO4JZRVP14","Submitted","Thu Oct 24 18:59:14 GMT 2013","Thu Oct 24 19:28:31 GMT 2013","Sun Nov 03 11:28:31 PST 2013","",NA,NA,1757,"100% (2/2)","100% (1/1)","100% (1/1)","","yes","USA",NA,NA,16,"1"
"16","10","c228acd2edd10","two balls moving around","9","3","b1Causal_b2Motion","b1Means_b2Motion","Motion","Manner","sail ","up","dacking","sail ","1","1","1","1","1","1","1","1","1","1","1","1","The boy is dacking up to the swan.","sail.up.swan","sail.down.seal","carpet.up.monkey","1","1","0","1","fly.up.bus","sail.over.float","0","","1","","3 4 6 1 5","    13456","13456","","2U6BDDP8PJWK73VALZ23W391QMG5GF","29OQ8H88MQU6YV6DJP91XXX4AX09SQ","Merry Monster Survey","Watch videos and answer questions to learn new words (45 minutes)!","psychology, language, words, sentences, judgment","$1.25","Thu Oct 24 18:54:58 GMT 2013",60,"BatchId:1306006;",7200,864000,"Tue Oct 29 18:54:58 GMT 2013",NA,NA,"2U4J011K274JKZ2SKJS8T46ZJILDBV","A4GRO4JZRVP14","Submitted","Thu Oct 24 18:59:14 GMT 2013","Thu Oct 24 19:28:31 GMT 2013","Sun Nov 03 11:28:31 PST 2013","",NA,NA,1757,"100% (2/2)","100% (1/1)","100% (1/1)","","yes","USA",NA,NA,16,"1"
"156","4","f3465f36b5c4","I saw a large red ball and a small green ball bouncing.","1","6","b1Motion_b2Causal","b1MannerOfMotion_b2Causal","Motion","Manner","fly","through","torging","fly","1","1","1","1","1","1","1","1","1","1","1","1","The man is torging through the clouds.","fly.through.clouds","drive.through.tunnel","fly.under.birds","0","1","1","0","fly.behind.kite","sled.through.tree","1","1","0","0","8 9 1 2 1","    11289","11289","","2U6BDDP8PJWK73VALZ23W391QMG5GF","29OQ8H88MQU6YV6DJP91XXX4AX09SQ","Merry Monster Survey","Watch videos and answer questions to learn new words (45 minutes)!","psychology, language, words, sentences, judgment","$1.25","Thu Oct 24 18:54:58 GMT 2013",60,"BatchId:1306006;",7200,864000,"Tue Oct 29 18:54:58 GMT 2013",NA,NA,"2GGQ1SNQQ7Q6KQN3EX3NX12YCF98SK","A22BMTQBS4SW12","Approved","Thu Oct 24 18:56:23 GMT 2013","Thu Oct 24 19:39:55 GMT 2013","Sun Nov 03 11:39:55 PST 2013","Fri Oct 25 08:58:31 PDT 2013",NA,NA,2612,"100% (1/1)","100% (1/1)","100% (1/1)","","yes","USA",NA,NA,16,"10"
"154","4","f3465f36b5c4","I saw a large red ball and a small green ball bouncing.","10","2","b1Motion_b2Causal","b1MannerOfMotion_b2Causal","Causal","Means","comb","rip","gossing","comb","1","1","1","1","1","1","1","1","1","1","1","1","The monster is gossing the armchair.","comb.rip.armchair","bat.rip.kite","comb.open.book","0","0","1","1","hammer.rip.shirt","comb.flatten.burger","0","","1","","2 8 6 9 0","    02689","02689","","2U6BDDP8PJWK73VALZ23W391QMG5GF","29OQ8H88MQU6YV6DJP91XXX4AX09SQ","Merry Monster Survey","Watch videos and answer questions to learn new words (45 minutes)!","psychology, language, words, sentences, judgment","$1.25","Thu Oct 24 18:54:58 GMT 2013",60,"BatchId:1306006;",7200,864000,"Tue Oct 29 18:54:58 GMT 2013",NA,NA,"2GGQ1SNQQ7Q6KQN3EX3NX12YCF98SK","A22BMTQBS4SW12","Approved","Thu Oct 24 18:56:23 GMT 2013","Thu Oct 24 19:39:55 GMT 2013","Sun Nov 03 11:39:55 PST 2013","Fri Oct 25 08:58:31 PDT 2013",NA,NA,2612,"100% (1/1)","100% (1/1)","100% (1/1)","","yes","USA",NA,NA,16,"10"
"146","4","f3465f36b5c4","I saw a large red ball and a small green ball bouncing.","11","8","b1Motion_b2Causal","b1MannerOfMotion_b2Causal","Causal","Means","trowel","flatten","rolting","trowel","1","1","1","1","1","1","1","1","1","1","1","1","The monster is rolting the sand.","trowel.flatten.sand","crowbar.flatten.donut","trowel.break.flowerpot","0","0","1","1","knife.flatten.sponge","trowel.rip.sack","0","","1","","9 7 3 4 8","    34789","34789","","2U6BDDP8PJWK73VALZ23W391QMG5GF","29OQ8H88MQU6YV6DJP91XXX4AX09SQ","Merry Monster Survey","Watch videos and answer questions to learn new words (45 minutes)!","psychology, language, words, sentences, judgment","$1.25","Thu Oct 24 18:54:58 GMT 2013",60,"BatchId:1306006;",7200,864000,"Tue Oct 29 18:54:58 GMT 2013",NA,NA,"2GGQ1SNQQ7Q6KQN3EX3NX12YCF98SK","A22BMTQBS4SW12","Approved","Thu Oct 24 18:56:23 GMT 2013","Thu Oct 24 19:39:55 GMT 2013","Sun Nov 03 11:39:55 PST 2013","Fri Oct 25 08:58:31 PDT 2013",NA,NA,2612,"100% (1/1)","100% (1/1)","100% (1/1)","","yes","USA",NA,NA,16,"10"
"152","4","f3465f36b5c4","I saw a large red ball and a small green ball bouncing.","12","5","b1Motion_b2Causal","b1MannerOfMotion_b2Causal","Causal","Means","knife","cut","gorping","knife","1","1","1","1","1","1","1","1","1","1","1","1","The monster is gorping the bread.","knife.cut.bread","knife.bend.fork","poker.cut.curtain","1","1","0","0","knife.crush.apple","trowel.cut.cheese","1","","0","","6 6 6 3 2","    23666","23666","","2U6BDDP8PJWK73VALZ23W391QMG5GF","29OQ8H88MQU6YV6DJP91XXX4AX09SQ","Merry Monster Survey","Watch videos and answer questions to learn new words (45 minutes)!","psychology, language, words, sentences, judgment","$1.25","Thu Oct 24 18:54:58 GMT 2013",60,"BatchId:1306006;",7200,864000,"Tue Oct 29 18:54:58 GMT 2013",NA,NA,"2GGQ1SNQQ7Q6KQN3EX3NX12YCF98SK","A22BMTQBS4SW12","Approved","Thu Oct 24 18:56:23 GMT 2013","Thu Oct 24 19:39:55 GMT 2013","Sun Nov 03 11:39:55 PST 2013","Fri Oct 25 08:58:31 PDT 2013",NA,NA,2612,"100% (1/1)","100% (1/1)","100% (1/1)","","yes","USA",NA,NA,16,"10"
"158","4","f3465f36b5c4","I saw a large red ball and a small green ball bouncing.","13","7","b1Motion_b2Causal","b1MannerOfMotion_b2Causal","Causal","Means","poker","empty","wugging","poker","1","1","1","1","1","1","1","1","1","1","1","1","The monster is wugging the trash.","poker.empty.trash","poker.crush.car","knife.empty.goblet","1","1","0","0","poker.bend.lamp","crowbar.empty.detergentcontainer","1","","0","","9 4 6 4 7","    44679","44679","","2U6BDDP8PJWK73VALZ23W391QMG5GF","29OQ8H88MQU6YV6DJP91XXX4AX09SQ","Merry Monster Survey","Watch videos and answer questions to learn new words (45 minutes)!","psychology, language, words, sentences, judgment","$1.25","Thu Oct 24 18:54:58 GMT 2013",60,"BatchId:1306006;",7200,864000,"Tue Oct 29 18:54:58 GMT 2013",NA,NA,"2GGQ1SNQQ7Q6KQN3EX3NX12YCF98SK","A22BMTQBS4SW12","Approved","Thu Oct 24 18:56:23 GMT 2013","Thu Oct 24 19:39:55 GMT 2013","Sun Nov 03 11:39:55 PST 2013","Fri Oct 25 08:58:31 PDT 2013",NA,NA,2612,"100% (1/1)","100% (1/1)","100% (1/1)","","yes","USA",NA,NA,16,"10"
"159","4","f3465f36b5c4","I saw a large red ball and a small green ball bouncing.","14","1","b1Motion_b2Causal","b1MannerOfMotion_b2Causal","Causal","Means","bat","break","blicking","bat","1","1","1","1","1","1","1","1","1","1","1","1","The monster is blicking the record.","bat.break.record","bat.flatten.cupcake","comb.break.cookies","1","1","0","0","bat.open.babybottle","pliers.break.eyeglasses","1","","0","","2 6 9 7 4","    24679","24679","","2U6BDDP8PJWK73VALZ23W391QMG5GF","29OQ8H88MQU6YV6DJP91XXX4AX09SQ","Merry Monster Survey","Watch videos and answer questions to learn new words (45 minutes)!","psychology, language, words, sentences, judgment","$1.25","Thu Oct 24 18:54:58 GMT 2013",60,"BatchId:1306006;",7200,864000,"Tue Oct 29 18:54:58 GMT 2013",NA,NA,"2GGQ1SNQQ7Q6KQN3EX3NX12YCF98SK","A22BMTQBS4SW12","Approved","Thu Oct 24 18:56:23 GMT 2013","Thu Oct 24 19:39:55 GMT 2013","Sun Nov 03 11:39:55 PST 2013","Fri Oct 25 08:58:31 PDT 2013",NA,NA,2612,"100% (1/1)","100% (1/1)","100% (1/1)","","yes","USA",NA,NA,16,"10"
"155","4","f3465f36b5c4","I saw a large red ball and a small green ball bouncing.","15","6","b1Motion_b2Causal","b1MannerOfMotion_b2Causal","Causal","Means","pliers","bend","klebbing","pliers","1","1","1","1","1","1","1","1","1","1","1","1","The monster is klebbing the candle.","pliers.bend.candle","hammer.bend.sunflower","pliers.cut.pizza","0","0","1","1","bat.bend.flagpole","pliers.empty.martiniglass","0","","1","","3 8 9 5 9","    35899","35899","","2U6BDDP8PJWK73VALZ23W391QMG5GF","29OQ8H88MQU6YV6DJP91XXX4AX09SQ","Merry Monster Survey","Watch videos and answer questions to learn new words (45 minutes)!","psychology, language, words, sentences, judgment","$1.25","Thu Oct 24 18:54:58 GMT 2013",60,"BatchId:1306006;",7200,864000,"Tue Oct 29 18:54:58 GMT 2013",NA,NA,"2GGQ1SNQQ7Q6KQN3EX3NX12YCF98SK","A22BMTQBS4SW12","Approved","Thu Oct 24 18:56:23 GMT 2013","Thu Oct 24 19:39:55 GMT 2013","Sun Nov 03 11:39:55 PST 2013","Fri Oct 25 08:58:31 PDT 2013",NA,NA,2612,"100% (1/1)","100% (1/1)","100% (1/1)","","yes","USA",NA,NA,16,"10"
