,List,Experiment,amyFileName,itemID,eventType,Condition,Manner,Path,verbName,verbMeaning,ambigS_not_recording,ambig_going_to,ambig_did_it,ambigV,which_one,mbiasV,mbiasAns,pbiasV,pbiasAns,trainS1_not_recording,trainS1_going,trainS1_did_it,trainV1,trainS2_not_recording,trainS2_going,trainS2_did_it,trainV2,trainS3_not_recording,trainS3_going,trainS3_did_it,trainV3,which_one_not_recording,mtestV,mtestAns,ptestV,ptestAns,movieLenght,Side,ambigAudioFuture,ambigAudioPast,trainAudioFuture1,trainAudioPast1,trainAudioFuture2,trainAudioPast2,trainAudioFuture3,trainAudioPast3
31,4,MoM_Instrumental,PathCondition_Instrumental,7,Motion,Path,balloon,over,feaving,over,The girl is feaving over the eagle. ,The girl is going to feave over the eagle.,The girl feaved over the eagle.,balloon.over.eagle.mov,Which one is feaving?,balloon.up.train.mov,1,ski.over.bush.mov,0,The girl is feaving over the book.,The girl is going to feave over the book.,The girl feaved over the book.,skate.over.book.mov,The man is feaving over the rollercoaster.,The man is going to feave over the rollercoaster.,The man feaved over the rollercoaster.,fly.over.rollercoaster.mov,The man is feaving over the sand dune.,The man is going to feave over the sand dune.,The man feaved over the sand dune.,camel.over.sanddune.mov,Which one is feaving?,carpet.over.tiger.mov,1,balloon.down.dog.mov,0,7,D,feaving_path_future_eagle,feaving_path_past_eagle,feaving_path_future_book,feaving_path_past_book,feaving_path_future_rollercoaster,feaving_path_past_rollercoaster,feaving_path_future_sanddune,feaving_path_past_sanddune
32,4,MoM_Instrumental,PathCondition_Instrumental,8,Motion,Path,camel,front,pilking,front,The man is pilking in front of the pyramid.,The man is going to pilk in front of the pyramid.,The man pilked in front of the pyramid.,camel.front.pyramid.mov,Which one is pilking?,sled.front.bunny.mov,0,camel.around.goat.mov,1,The man is pilking in front of the deer.,The man is going to pilk in front of the deer.,The man pilked in front of the deer.,ski.front.deer.mov,The girl is pilking in front of the sunflowers.,The girl is going to pilk in front of the sunflowers.,The girl pilked in front of the sunflowers.,balloon.front.sunflowers.mov,The boy is pilking in front of the penguin.,The boy is going to pilk in front of the penguin.,The boy pilked in front of the penguin.,sail.front.penguin.mov,Which one is pilking?,camel.through.oasis.mov,0,drive.front.horse.mov,1,7,D,pilking_path_future_pyramid,pilking_path_past_pyramid,pilking_path_future_deer,pilking_path_past_deer,pilking_path_future_sunflowers,pilking_path_past_sunflowers,pilking_path_future_penguin,pilking_path_past_penguin
33,5,CoS,EffectCondition,1,Causal,Effect,bat,break,blicking,break,The monster is blicking the record.,The monster is going to blick the record.,The monster blicked the record.,bat.break.record.mov,Which one is blicking?,bat.flatten.cupcake.mov,1,comb.break.cookies.mov,0,The monster is blicking the frame. ,The monster is going to blick the frame. ,The monster blicked the frame. ,knife.break.frame.mov,The monster is blicking the piggybank. ,The monster is going to blick the piggybank. ,The monster blicked the piggybank. ,poker.break.piggybank.mov,The monster is blicking the bone.,The monster is going to blick the bone.,The monster blicked the bone.,hammer.break.bone.mov,Which one is blicking?,bat.open.babybottle.mov,0,pliers.break.eyeglasses.mov,1,2.5,D,blicking_path_future_record,blicking_path_past_record,blicking_path_future_frame,blicking_path_past_frame,blicking_path_future_piggybank,blicking_path_past_piggybank,blicking_path_future_bone,blicking_path_past_bone
34,5,CoS,EffectCondition,2,Causal,Effect,comb,rip,gossing,rip,The monster is gossing the armchair.,The monster is going to goss the armchair.,The monster gossed the armchair.,comb.rip.armchair.mov,Which one is gossing?,bat.rip.kite.mov,0,comb.open.book.mov,1,The monster is gossing the pants. ,The monster is going to goss the pants. ,The monster gossed the pants. ,poker.rip.pants.mov,The monster is gossing the newspaper. ,The monster is going to goss the newspaper. ,The monster gossed the newspaper. ,knife.rip.newspaper.mov,The monster is gossing the tablecloth.,The monster is going to goss the tablecloth.,The monster gossed the tablecloth.,pliers.rip.tablecloth.mov,Which one is gossing?,hammer.rip.shirt.mov,1,comb.flatten.burger.mov,0,2.5,D,gossing_path_future_armchair,gossing_path_past_armchair,gossing_path_future_pants,gossing_path_past_pants,gossing_path_future_newspaper,gossing_path_past_newspaper,gossing_path_future_tablecloth,gossing_path_past_tablecloth
35,5,CoS,EffectCondition,3,Causal,Effect,crowbar,open,zicking,open,The monster is zicking the grill.,The monster is going to zick the grill.,The monster zicked the grill.,crowbar.open.grill.mov,Which one is zicking?,crowbar.rip.pillow.mov,1,trowel.open.door.mov,0,The monster is zicking the envelope. ,The monster is going to zick the envelope. ,The monster zicked the envelope. ,hammer.open.envelope.mov,The monster is zicking the jar. ,The monster is going to zick the jar. ,The monster zicked the jar. ,pliers.open.jar.mov,The monster is zicking the box.,The monster is going to zick the box.,The monster zicked the box.,knife.open.box.mov,Which one is zicking?,crowbar.break.shoe.mov,0,poker.open.window.mov,1,2.5,D,zicking_path_future_grill,zicking_path_past_grill,zicking_path_future_envelope,zicking_path_past_envelope,zicking_path_future_jar,zicking_path_past_jar,zicking_path_future_box,zicking_path_past_box
36,5,CoS,EffectCondition,4,Causal,Effect,hammer,crush,nibbing,crush,The monster is nibbing the strawberries.,The monster is going to nib the strawberries.,The monster nibbed the strawberries.,hammer.crush.strawberries.mov,Which one is nibbing?,pliers.crush.candycanes.mov,0,hammer.empty.brushcontainer.mov,1,The monster is nibbing the soap. ,The monster is going to nib the soap. ,The monster nibbed the soap. ,crowbar.crush.soap.mov,The monster is nibbing the bottle. ,The monster is going to nib the bottle. ,The monster nibbed the bottle. ,trowel.crush.bottle.mov,The monster is nibbing the nuts.,The monster is going to nib the nuts.,The monster nibbed the nuts.,bat.crush.nuts.mov,Which one is nibbing?,comb.crush.juicebox.mov,1,hammer.cut.watermelon.mov,0,2.5,D,nibbing_path_future_strawberries,nibbing_path_past_strawberries,nibbing_path_future_soap,nibbing_path_past_soap,nibbing_path_future_bottle,nibbing_path_past_bottle,nibbing_path_future_nuts,nibbing_path_past_nuts
37,5,CoS,EffectCondition,5,Causal,Effect,knife,cut,gorping,cut,The monster is gorping the bread.,The monster is going to gorp the bread.,The monster gorped the bread.,knife.cut.bread.mov,Which one is gorping?,knife.bend.fork.mov,1,poker.cut.curtain.mov,0,The monster is gorping the bagel. ,The monster is going to gorp the bagel. ,The monster gorped the bagel. ,bat.cut.bagel.mov,The monster is gorping the pie. ,The monster is going to gorp the pie. ,The monster gorped the pie. ,comb.cut.pie.mov,The monster is gorping the cucumber.,The monster is going to gorp the cucumber.,The monster gorped the cucumber.,crowbar.cut.cucumber.mov,Which one is gorping?,knife.crush.apple.mov,0,trowel.cut.cheese.mov,1,2.5,D,gorping_path_future_bread,gorping_path_past_bread,gorping_path_future_bagel,gorping_path_past_bagel,gorping_path_future_pie,gorping_path_past_pie,gorping_path_future_cucumber,gorping_path_past_cucumber
38,5,CoS,EffectCondition,6,Causal,Effect,pliers,bend,klebbing,bend,The monster is klebbing the candle.,The monster is going to kleb the candle.,The monster klebbed the candle.,pliers.bend.candle.mov,Which one is klebbing?,hammer.bend.sunflower.mov,0,pliers.cut.pizza.mov,1,The monster is klebbing the watering can. ,The monster is going to kleb the watering can. ,The monster klebbed the watering can. ,trowel.bend.wateringcan.mov,The monster is klebbing the spatula. ,The monster is going to kleb the spatula. ,The monster klebbed the spatula. ,crowbar.bend.spatula.mov,The monster is klebbing the coat hanger.,The monster is going to kleb the coat hanger.,The monster klebbed the coat hanger.,comb.bend.coathanger.mov,Which one is klebbing?,bat.bend.flagpole.mov,1,pliers.empty.glass.mov,0,2.5,D,klebbing_path_future_candle,klebbing_path_past_candle,klebbing_path_future_wateringcan,klebbing_path_past_wateringcan,klebbing_path_future_spatula,klebbing_path_past_spatula,klebbing_path_future_coathanger,klebbing_path_past_coathanger
39,5,CoS,EffectCondition,7,Causal,Effect,poker,empty,wugging,empty,The monster is wugging the trash.,The monster is going to wug the trash.,The monster wugged the trash.,poker.empty.trash.mov,Which one is wugging?,poker.crush.car.mov,1,knife.empty.goblet.mov,0,The monster is wugging the bowl. ,The monster is going to wug the bowl. ,The monster wugged the bowl. ,comb.empty.bowl.mov,The monster is wugging the grocery bag. ,The monster is going to wug the grocery bag. ,The monster wugged the grocery bag. ,bat.empty.grocerybag.mov,The monster is wugging the vase.,The monster is going to wug the vase.,The monster wugged the vase.,trowel.empty.vase.mov,Which one is wugging?,poker.bend.lamp.mov,0,crowbar.empty.detergentcontainer.mov,1,2.5,D,wugging_path_future_trash,wugging_path_past_trash,wugging_path_future_bowl,wugging_path_past_bowl,wugging_path_future_grocerybag,wugging_path_past_grocerybag,wugging_path_future_vase,wugging_path_past_vase
40,5,CoS,EffectCondition,8,Causal,Effect,trowel,flatten,rolting,flatten,The monster is rolting the sand.,The monster is going to rolt the sand.,The monster rolted the sand.,trowel.flatten.sand.mov,Which one is rolting?,crowbar.flatten.donut.mov,0,trowel.break.flowerpot.mov,1,The monster is rolting the pumpkin. ,The monster is going to rolt the pumpkin. ,The monster rolted the pumpkin. ,pliers.flatten.pumpkin.mov,The monster is rolting the sandwich. ,The monster is going to rolt the sandwich. ,The monster rolted the sandwich. ,hammer.flatten.sandwich.mov,The monster is rolting the cake.,The monster is going to rolt the cake.,The monster rolted the cake.,poker.flatten.cake.mov,Which one is rolting?,knife.flatten.sponge.mov,1,trowel.rip.sack.mov,0,2.5,D,rolting_path_future_sand,rolting_path_past_sand,rolting_path_future_pumpkin,rolting_path_past_pumpkin,rolting_path_future_sandwich,rolting_path_past_sandwich,rolting_path_future_cake,rolting_path_past_cake
41,6,CoS,MeansCondition,1,Causal,Means,bat,break,blicking,bat,The monster is blicking the record.,The monster is going to blick the record.,The monster blicked the record.,bat.break.record.mov,Which one is blicking?,bat.flatten.cupcake.mov,1,comb.break.cookies.mov,0,The monster is blicking the bagel. ,The monster is going to blick the bagel. ,The monster blicked the bagel. ,bat.cut.bagel.mov,The monster is blicking the grocery bag. ,The monster is going to blick the grocery bag. ,The monster blicked the grocery bag. ,bat.empty.grocerybag.mov,The monster is blicking the nuts.,The monster is going to blick the nuts.,The monster blicked the nuts.,bat.crush.nuts.mov,Which one is blicking?,bat.open.babybottle.mov,1,pliers.break.eyeglasses.mov,0,2.5,D,blicking_manner_future_record,blicking_manner_past_record,blicking_manner_future_bagel,blicking_manner_past_bagel,blicking_manner_future_grocerybag,blicking_manner_past_grocerybag,blicking_manner_future_nuts,blicking_manner_past_nuts
42,6,CoS,MeansCondition,2,Causal,Means,comb,rip,gossing,comb,The monster is gossing the armchair.,The monster is going to goss the armchair.,The monster gossed the armchair.,comb.rip.armchair.mov,Which one is gossing?,bat.rip.kite.mov,0,comb.open.book.mov,1,The monster is gossing the bowl. ,The monster is going to goss the bowl. ,The monster gossed the bowl. ,comb.empty.bowl.mov,The monster is gossing the pie. ,The monster is going to goss the pie. ,The monster gossed the pie. ,comb.cut.pie.mov,The monster is gossing the coat hanger.,The monster is going to goss the coat hanger.,The monster gossed the coat hanger.,comb.bend.coathanger.mov,Which one is gossing?,hammer.rip.shirt.mov,0,comb.flatten.burger.mov,1,2.5,D,gossing_manner_future_armchair,gossing_manner_past_armchair,gossing_manner_future_bowl,gossing_manner_past_bowl,gossing_manner_future_pie,gossing_manner_past_pie,gossing_manner_future_coathanger,gossing_manner_past_coathanger
43,6,CoS,MeansCondition,3,Causal,Means,crowbar,open,zicking,crowbar,The monster is zicking the grill.,The monster is going to zick the grill.,The monster zicked the grill.,crowbar.open.grill.mov,Which one is zicking?,crowbar.rip.pillow.mov,1,trowel.open.door.mov,0,The monster is zicking the soap. ,The monster is going to zick the soap. ,The monster zicked the soap. ,crowbar.crush.soap.mov,The monster is zicking the spatula. ,The monster is going to zick the spatula. ,The monster zicked the spatula. ,crowbar.bend.spatula.mov,The monster is zicking the cucumber.,The monster is going to zick the cucumber.,The monster zicked the cucumber.,crowbar.cut.cucumber.mov,Which one is zicking?,crowbar.break.shoe.mov,1,poker.open.window.mov,0,2.5,D,zicking_manner_future_grill,zicking_manner_past_grill,zicking_manner_future_soap,zicking_manner_past_soap,zicking_manner_future_spatula,zicking_manner_past_spatula,zicking_manner_future_cucumber,zicking_manner_past_cucumber
44,6,CoS,MeansCondition,4,Causal,Means,hammer,crush,nibbing,hammer,The monster is nibbing the strawberries.,The monster is going to nib the strawberries.,The monster nibbed the strawberries.,hammer.crush.strawberries.mov,Which one is nibbing?,pliers.crush.candycanes.mov,0,hammer.empty.brushcontainer.mov,1,The monster is nibbing the envelope. ,The monster is going to nib the envelope. ,The monster nibbed the envelope. ,hammer.open.envelope.mov,The monster is nibbing the sandwich. ,The monster is going to nib the sandwich. ,The monster nibbed the sandwich. ,hammer.flatten.sandwich.mov,The monster is nibbing the bone.,The monster is going to nib the bone.,The monster nibbed the bone.,hammer.break.bone.mov,Which one is nibbing?,comb.crush.juicebox.mov,0,hammer.cut.watermelon.mov,1,2.5,D,nibbing_manner_future_strawberries,nibbing_manner_past_strawberries,nibbing_manner_future_envelope,nibbing_manner_past_envelope,nibbing_manner_future_sandwich,nibbing_manner_past_sandwich,nibbing_manner_future_bone,nibbing_manner_past_bone
45,6,CoS,MeansCondition,5,Causal,Means,knife,cut,gorping,knife,The monster is gorping the bread.,The monster is going to gorp the bread.,The monster gorped the bread.,knife.cut.bread.mov,Which one is gorping?,knife.bend.fork.mov,1,poker.cut.curtain.mov,0,The monster is gorping the frame. ,The monster is going to gorp the frame. ,The monster gorped the frame. ,knife.break.frame.mov,The monster is gorping the newspaper. ,The monster is going to gorp the newspaper. ,The monster gorped the newspaper. ,knife.rip.newspaper.mov,The monster is gorping the box.,The monster is going to gorp the box.,The monster gorped the box.,knife.open.box.mov,Which one is gorping?,knife.crush.apple.mov,1,trowel.cut.cheese.mov,0,2.5,D,gorping_manner_future_bread,gorping_manner_past_bread,gorping_manner_future_frame,gorping_manner_past_frame,gorping_manner_future_newspaper,gorping_manner_past_newspaper,gorping_manner_future_box,gorping_manner_past_box
46,6,CoS,MeansCondition,6,Causal,Means,pliers,bend,klebbing,pliers,The monster is klebbing the candle.,The monster is going to kleb the candle.,The monster klebbed the candle.,pliers.bend.candle.mov,Which one is klebbing?,hammer.bend.sunflower.mov,0,pliers.cut.pizza.mov,1,The monster is klebbing the pumpkin. ,The monster is going to kleb the pumpkin. ,The monster klebbed the pumpkin. ,pliers.flatten.pumpkin.mov,The monster is klebbing the jar. ,The monster is going to kleb the jar. ,The monster klebbed the jar. ,pliers.open.jar.mov,The monster is klebbing the tablecloth.,The monster is going to kleb the tablecloth.,The monster klebbed the tablecloth.,pliers.rip.tablecloth.mov,Which one is klebbing?,bat.bend.flagpole.mov,0,pliers.empty.glass.mov,1,2.5,D,klebbing_manner_future_candle,klebbing_manner_past_candle,klebbing_manner_future_pumpkin,klebbing_manner_past_pumpkin,klebbing_manner_future_jar,klebbing_manner_past_jar,klebbing_manner_future_tablecloth,klebbing_manner_past_tablecloth
47,6,CoS,MeansCondition,7,Causal,Means,poker,empty,wugging,poker,The monster is wugging the trash.,The monster is going to wug the trash.,The monster wugged the trash.,poker.empty.trash.mov,Which one is wugging?,poker.crush.car.mov,1,knife.empty.goblet.mov,0,The monster is wugging the pants. ,The monster is going to wug the pants. ,The monster wugged the pants. ,poker.rip.pants.mov,The monster is wugging the piggybank. ,The monster is going to wug the piggybank. ,The monster wugged the piggybank. ,poker.break.piggybank.mov,The monster is wugging the cake.,The monster is going to wug the cake.,The monster wugged the cake.,poker.flatten.cake.mov,Which one is wugging?,poker.bend.lamp.mov,1,crowbar.empty.detergentcontainer.mov,0,2.5,D,wugging_manner_future_trash,wugging_manner_past_trash,wugging_manner_future_pants,wugging_manner_past_pants,wugging_manner_future_piggybank,wugging_manner_past_piggybank,wugging_manner_future_cake,wugging_manner_past_cake
48,6,CoS,MeansCondition,8,Causal,Means,trowel,flatten,rolting,trowel,The monster is rolting the sand.,The monster is going to rolt the sand.,The monster rolted the sand.,trowel.flatten.sand.mov,Which one is rolting?,crowbar.flatten.donut.mov,0,trowel.break.flowerpot.mov,1,The monster is rolting the watering can. ,The monster is going to rolt the watering can. ,The monster rolted the watering can. ,trowel.bend.wateringcan.mov,The monster is rolting the bottle. ,The monster is going to rolt the bottle. ,The monster rolted the bottle. ,trowel.crush.bottle.mov,The monster is rolting the vase.,The monster is going to rolt the vase.,The monster rolted the vase.,trowel.empty.vase.mov,Which one is rolting?,knife.flatten.sponge.mov,0,trowel.rip.sack.mov,1,2.5,D,rolting_manner_future_sand,rolting_manner_past_sand,rolting_manner_future_wateringcan,rolting_manner_past_wateringcan,rolting_manner_future_bottle,rolting_manner_past_bottle,rolting_manner_future_vase,rolting_manner_past_vase
